1,0.00021,0,0,0.0003,0.00081,0,0,0.00028,0,0.00088,0,0,0,0,0,0,0.00091,0.00029,0,0.01757,0,0,0.00003,0.0011,0.0011,0,0,0,0,0,0.00093,0.0003,0,0,0,0,0,0.00052,0.00074,0,0,0,0,0,0,0.00075,0.00057,0,0.00152,0.01597,0,0,0,0.00086,0.00045,0,0,0,0,0,0.0001,0.00111,0.00013,0,0,0,0,0.0004,0.00094,0,0,0,0,0,0,0,0.00048,0,0.01687,0,0,0,0.0004,0.00088,0,0,0,0,0,0.00097,0.00035,0,0,0,0,0
2,0.0012,0.00716,0.01098,0.00133,0.00133,0.000995,0.00102,0.000985,0.00103,0.001005,0.00101,0.000985,0.00127,0.00101,0.00099,0.00098,0.000985,0.00053,0.00592,0.000675,0.000525,0.00053,0.00053,0.0008,0.0008,0.0006,0.000575,0.000565,0.00018,0.000095,0.0001,0.00042,0.00019,0.00019,0.0001,0.0001,0.000625,0.00054,0.00053,0.000965,0.00098,0.00269,0.001815,0.00162,0.00135,0.003245,0.002175,0.00133,0.001355,0.00135,0.00154,0.001875,0.001845,0.00184,0.0017,0.00134,0.00191,0.00181,0.00166,0.00576,0.00403,0.00134,0.001755,0.011275,0.020485,0.01349,0.01349,0.02166,0.01635,0.02137,0.01026,0.01026,0.0116,0.01528,0.01528,0.00898,0.01165,0.01585,0.0109,0.01445,0.00855,0.00928,0.00894,0.01192,0.00271,0.0092,0.00253,0.00255,0.008405,0.00288,0.00258,0.00989,0.0055,0.006935,0.006935,0.007855
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.00438,0.003921,0.009165,0.004059,0.006504,0.003768,0.003969,0.003996,0.003654,0.003954,0.003552,0.003558,0.00375,0.004182,0.004014,0.007446,0.00411,0.00384,0.004146,0.00576,0.006135,0.005964,0.005964,0.005643,0.005673,0.005856,0.006045,0.005772,0.005634,0.00822,0.005934,0.005934,0.005676,0.005625,0.006915,0.010047,0.012822,0.009963,0.020292,0.021378,0.023256,0.02331,0.02331,0.02358,0.010488,0.009123,0.00594,0.005862,0.005562,0.005556,0.005802,0.008958,0.005778,0.00558,0.007518,0.006768,0.005637,0.015237,0.016176,0.00771,0.008982,0.010092,0.013284,0.006456,0.00654,0.009234,0.009234,0.010128,0.010176,0.010386,0.010302,0.010302,0.010098,0.010176,0.010176,0.010383,0.013416,0.01302,0.012462,0.007521,0.010368,0.010335,0.012822,0.01056,0.010542,0.010218,0.00993,0.009924,0.0099,0.01443,0.009603,0.009798,0.009822,0.00954,0.00954,0.010008
5,0.00631,0.00614,0.00556,0.0056,0.00554,0.00242,0.00554,0.00365,0.00464,0.00352,0.00423,0.00352,0.00274,0.00232,0.00228,0.0023,0.00226,0.00232,0.00332,0.00349,0.00281,0.0023,0.00228,0.00228,0.00228,0.00226,0.0023,0.00222,0.0033,0.00346,0.0028,0.00226,0.00236,0.00236,0.00229,0.00227,0.00226,0.00224,0.00227,0.00304,0.00394,0.00364,0.0026,0.0024,0.0024,0.00215,0.0021,0.00216,0.00332,0.00334,0.00236,0.00217,0.00193,0.00186,0.00182,0.00188,0.00221,0.00427,0.00568,0.00521,0.00375,0.00656,0.00662,0.00691,0.00432,0.00285,0.00256,0.00366,0.00366,0.0036,0.00356,0.0023,0.0023,0.01209,0.01214,0.01214,0.00486,0.00176,0.00174,0.00176,0.00172,0.00174,0.00377,0.0043,0.00418,0.00316,0.00299,0.00297,0.01092,0.01292,0.01174,0.01042,0.01438,0.01088,0.00954,0.00954
6,0.00039,0.00037,0.0008,0.00139,0.00131,0.00038,0.0004,0.00039,0.00036,0.00038,0.0004,0.00038,0.00038,0.00048,0.00111,0.00137,0.00096,0.00038,0.00035,0.00038,0.0004,0.00036,0.0004,0.00039,0.00039,0.0004,0.00052,0.00138,0.00135,0.00051,0.0004,0.00036,0.0004,0.0004,0.0004,0.00036,0.00038,0.00038,0.00064,0.0042,0.0064,0.01356,0.01252,0.01165,0.01183,0.01163,0.01125,0.01028,0.00832,0.00768,0.00817,0.00663,0.00122,0.00051,0.00098,0.00197,0.00112,0.00027,0.00057,0.00027,0.00085,0.0013,0.00122,0.00056,0.00028,0.00028,0.00024,0.00024,0.00037,0.00131,0.00124,0.00126,0.00126,0.00026,0.00024,0.00024,0.0003,0.00025,0.00125,0.00122,0.00091,0.00025,0.00024,0.00028,0.00024,0.00026,0.00023,0.00101,0.00124,0.00673,0.01143,0.01233,0.01016,0.01328,0.01328,0.00335
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0012,0.000948,0.001172,0.006712,0.011622,0.00136,0.007945,0.001698,0.0049,0.001608,0.002268,0.001713,0.00131,0.001968,0.001308,0.001735,0.001542,0.00171,0.000942,0.001868,0.001715,0.001268,0.001872,0.001372,0.001372,0.001815,0.00131,0.001705,0.001427,0.001805,0.001278,0.00141,0.001815,0.001815,0.001605,0.001635,0.001258,0.001705,0.001505,0.00073,0.001178,0.00042,0.0003,0.000345,0.000272,0.000335,0.000335,0.00057,0.00042,0.000392,0.00016,0.00024,0.000265,0.000265,0.000118,0.000118,0.00036,0.000173,0.000115,0.000115,0.000177,0.000202,0.000118,0.00022,0.000115,0.0003,0.0003,0.000442,0.000298,0.000298,0.000332,0.00018,0.00012,0.000375,0.000127,0.00012,0.000388,0.000118,0.00012,0.00039,0.000118,0.000385,0.000112,0.00012,0.000118,0.000345,0.000115,0.000315,0.000182,0.000112,0.000112,0.000112,0.000118,0.000357,0.000115,0.000355
9,0.03002,0.03002,0.01094,0.00932,0.00621,0.0082,0.00539,0.00799,0.00438,0.00587,0.00646,0.00683,0.00646,0.0123,0.03182,0.02438,0.0294,0.01163,0.01769,0.00708,0.00687,0.00687,0.00556,0.00308,0.00299,0.00337,0.0042,0.00372,0.00448,0.01356,0.01356,0.01572,0.01264,0.00976,0.01219,0.00984,0.00992,0.00877,0.00867,0.00867,0.01529,0.03316,0.0321,0.0321,0.01912,0.0208,0.0208,0.01274,0.01084,0.01028,0.02231,0.02336,0.02336,0.00922,0.00312,0.00869,0.00869,0.00644,0.00865,0.01432,0.0023,0.00226,0.0026,0.0026,0.01078,0.01038,0.00958,0.00958,0.01644,0.01925,0.02007,0.02432,0.02915,0.03088,0.03325,0.02522,0.02434,0.01964,0.01237,0.01146,0.01843,0.00768,0.00653,0.00467,0.00946,0.01239,0.01154,0.01154,0.00832,0.00488,0.00175,0.00214,0.0021,0.0011,0.00106,0.00172
10,0.005856,0.002772,0.013212,0.013344,0.012588,0.012684,0.011244,0.012996,0.006324,0.006972,0.008988,0.00294,0.002964,0.0117,0.0102,0.010224,0.006396,0.000876,0.001164,0.000792,0.000804,0.000948,0.000792,0.000852,0.000852,0.000708,0.000972,0.000516,0.000684,0.001044,0.000504,0.000684,0.000756,0.000756,0.000732,0.001488,0.000924,0.0009,0.000888,0.000624,0.0009,0.000624,0.000708,0.000672,0.000552,0.000444,0.000444,0.000648,0.00102,0.001008,0.001116,0.00102,0.001692,0.001692,0.00396,0.002424,0.002943,0.002904,0.00228,0.001644,0.001893,0.001404,0.001164,0.001236,0.001596,0.001596,0.0102,0.004704,0.001464,0.001464,0.001116,0.001584,0.005532,0.011004,0.010308,0.009576,0.006072,0.0063,0.006156,0.004716,0.009468,0.002844,0.012804,0.010776,0.006504,0.002688,0.002976,0.002976,0.002964,0.001068,0.001068,0.00084,0.00096,0.001008,0.001308,0.001308
